Id,alphabet,Description,Category,Prevalence_20192,Prevalence_20201,Prevalence_20202,Color
n801,n,Endometriosis of ovary,Diseases of the genitourinary system,81,59,71,grey
n803,n,Endometriosis of pelvic peritoneum,Diseases of the genitourinary system,51,50,60,grey
n8110,n,"Cystocele, unspecified",Diseases of the genitourinary system,179,134,127,grey
n816,n,Rectocele,Diseases of the genitourinary system,80,58,65,grey
n8301,n,Follicular cyst of right ovary,Diseases of the genitourinary system,16,16,,grey
n8302,n,Follicular cyst of left ovary,Diseases of the genitourinary system,18,11,,grey
n838,n,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",Diseases of the genitourinary system,182,196,203,grey
n858,n,Other specified noninflammatory disorders of uterus,Diseases of the genitourinary system,1261,1009,1181,grey
o1003,o,Pre-existing essential hypertension complicating the puerperium,"Pregnancy, childbirth and the puerperium",,10,23,grey
o1092,o,Unspecified pre-existing hypertension complicating childbirth,"Pregnancy, childbirth and the puerperium",383,366,447,grey
o1093,o,Unspecified pre-existing hypertension complicating the puerperium,"Pregnancy, childbirth and the puerperium",23,13,16,grey
o114,o,"Pre-existing hypertension with pre-eclampsia, complicating childbirth","Pregnancy, childbirth and the puerperium",230,232,229,grey
o115,o,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium","Pregnancy, childbirth and the puerperium",20,21,20,grey
o211,o,Hyperemesis gravidarum with metabolic disturbance,"Pregnancy, childbirth and the puerperium",68,70,77,grey
o2302,o,"Infections of kidney in pregnancy, second trimester","Pregnancy, childbirth and the puerperium",81,77,96,grey
o2341,o,"Unspecified infection of urinary tract in pregnancy, first trimester","Pregnancy, childbirth and the puerperium",33,22,28,grey
o2402,o,"Pre-existing type 1 diabetes mellitus, in childbirth","Pregnancy, childbirth and the puerperium",76,101,101,grey
o26611,o,"Liver and biliary tract disorders in pregnancy, first trimester","Pregnancy, childbirth and the puerperium",,18,27,grey
o2662,o,Liver and biliary tract disorders in childbirth,"Pregnancy, childbirth and the puerperium",399,416,449,grey
o26872,o,"Cervical shortening, second trimester","Pregnancy, childbirth and the puerperium",88,89,120,grey
o26891,o,"Other specified pregnancy related conditions, first trimester","Pregnancy, childbirth and the puerperium",45,34,47,grey
o26893,o,"Other specified pregnancy related conditions, third trimester","Pregnancy, childbirth and the puerperium",1533,1474,1642,grey
o30032,o,"Twin pregnancy, monochorionic/diamniotic, second trimester","Pregnancy, childbirth and the puerperium",21,15,11,grey
o30033,o,"Twin pregnancy, monochorionic/diamniotic, third trimester","Pregnancy, childbirth and the puerperium",119,99,114,grey
o30042,o,"Twin pregnancy, dichorionic/diamniotic, second trimester","Pregnancy, childbirth and the puerperium",53,51,49,grey
o30043,o,"Twin pregnancy, dichorionic/diamniotic, third trimester","Pregnancy, childbirth and the puerperium",459,423,413,grey
o321xx1,o,"Maternal care for breech presentation, fetus 1","Pregnancy, childbirth and the puerperium",93,104,121,grey
o321xx2,o,"Maternal care for breech presentation, fetus 2","Pregnancy, childbirth and the puerperium",143,109,143,grey
o328xx1,o,"Maternal care for other malpresentation of fetus, fetus 1","Pregnancy, childbirth and the puerperium",12,11,18,grey
o328xx2,o,"Maternal care for other malpresentation of fetus, fetus 2","Pregnancy, childbirth and the puerperium",42,23,36,grey
o3403,o,"Maternal care for unspecified congenital malformation of uterus, third trimester","Pregnancy, childbirth and the puerperium",168,139,148,grey
o3413,o,"Maternal care for benign tumor of corpus uteri, third trimester","Pregnancy, childbirth and the puerperium",450,419,424,grey
o34211,o,Maternal care for low transverse scar from previous cesarean delivery,"Pregnancy, childbirth and the puerperium",4382,4165,4800,grey
o3432,o,"Maternal care for cervical incompetence, second trimester","Pregnancy, childbirth and the puerperium",85,77,86,grey
o3483,o,"Maternal care for other abnormalities of pelvic organs, third trimester","Pregnancy, childbirth and the puerperium",228,236,227,grey
o364xx0,o,"Maternal care for intrauterine death, not applicable or unspecified","Pregnancy, childbirth and the puerperium",174,157,172,grey
o365931,o,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 1","Pregnancy, childbirth and the puerperium",47,45,38,grey
o365932,o,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2","Pregnancy, childbirth and the puerperium",28,38,36,grey
o411220,o,"Chorioamnionitis, second trimester, not applicable or unspecified","Pregnancy, childbirth and the puerperium",43,54,35,grey
o42912,o,"Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, second trimester","Pregnancy, childbirth and the puerperium",105,73,81,grey
o480,o,Post-term pregnancy,"Pregnancy, childbirth and the puerperium",3109,3193,3610,grey
o6002,o,"Preterm labor without delivery, second trimester","Pregnancy, childbirth and the puerperium",70,66,65,grey
o6012x0,o,"Preterm labor second trimester with preterm delivery second trimester, not applicable or unspecified","Pregnancy, childbirth and the puerperium",74,97,91,grey
o6012x2,o,"Preterm labor second trimester with preterm delivery second trimester, fetus 2","Pregnancy, childbirth and the puerperium",,12,,grey
o6014x0,o,"Preterm labor third trimester with preterm delivery third trimester, not applicable or unspecified","Pregnancy, childbirth and the puerperium",989,895,1017,grey
o6014x1,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 1","Pregnancy, childbirth and the puerperium",34,27,30,grey
o6014x2,o,"Preterm labor third trimester with preterm delivery third trimester, fetus 2","Pregnancy, childbirth and the puerperium",43,34,35,grey
o6981x0,o,"Labor and delivery complicated by cord around neck, without compression, not applicable or unspecified","Pregnancy, childbirth and the puerperium",5683,5388,5965,grey
o701,o,Second degree perineal laceration during delivery,"Pregnancy, childbirth and the puerperium",6065,5795,6329,grey
o80,o,Encounter for full-term uncomplicated delivery,"Pregnancy, childbirth and the puerperium",5954,4701,3790,grey
o9812,o,Syphilis complicating childbirth,"Pregnancy, childbirth and the puerperium",59,67,91,grey
o9822,o,Gonorrhea complicating childbirth,"Pregnancy, childbirth and the puerperium",22,20,36,grey
o9832,o,Other infections with a predominantly sexual mode of transmission complicating childbirth,"Pregnancy, childbirth and the puerperium",566,591,626,grey
o9852,o,Other viral diseases complicating childbirth,"Pregnancy, childbirth and the puerperium",382,409,823,grey
o99011,o,"Anemia complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",66,43,65,grey
o99012,o,"Anemia complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",126,128,132,grey
o99013,o,"Anemia complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",330,294,338,grey
o99111,o,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",17,20,14,grey
o99212,o,"Obesity complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",90,105,97,grey
o99281,o,"Endocrine, nutritional and metabolic diseases complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",86,83,102,grey
o99282,o,"Endocrine, nutritional and metabolic diseases complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",142,148,169,grey
o99283,o,"Endocrine, nutritional and metabolic diseases complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",236,206,266,grey
o99285,o,"Endocrine, nutritional and metabolic diseases complicating the puerperium","Pregnancy, childbirth and the puerperium",143,115,120,grey
o99321,o,"Drug use complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",65,49,56,grey
o99322,o,"Drug use complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",78,87,82,grey
o99323,o,"Drug use complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",157,135,166,grey
o99324,o,Drug use complicating childbirth,"Pregnancy, childbirth and the puerperium",1061,933,1048,grey
o99325,o,Drug use complicating the puerperium,"Pregnancy, childbirth and the puerperium",66,51,74,grey
o99331,o,"Smoking (tobacco) complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",52,58,53,grey
o99332,o,"Smoking (tobacco) complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",72,89,65,grey
o99333,o,"Smoking (tobacco) complicating pregnancy, third trimester","Pregnancy, childbirth and the puerperium",141,121,143,grey
o99334,o,Smoking (tobacco) complicating childbirth,"Pregnancy, childbirth and the puerperium",1534,1175,1323,grey
o99335,o,Smoking (tobacco) complicating the puerperium,"Pregnancy, childbirth and the puerperium",63,42,64,grey
o99341,o,"Other mental disorders complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",74,52,65,grey
o99342,o,"Other mental disorders complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",122,114,116,grey
o99345,o,Other mental disorders complicating the puerperium,"Pregnancy, childbirth and the puerperium",156,146,165,grey
o99351,o,"Diseases of the nervous system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",28,24,24,grey
o99411,o,"Diseases of the circulatory system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",18,15,20,grey
o99511,o,"Diseases of the respiratory system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",36,48,39,grey
o99512,o,"Diseases of the respiratory system complicating pregnancy, second trimester","Pregnancy, childbirth and the puerperium",86,116,116,grey
o9953,o,Diseases of the respiratory system complicating the puerperium,"Pregnancy, childbirth and the puerperium",125,129,142,grey
o99611,o,"Diseases of the digestive system complicating pregnancy, first trimester","Pregnancy, childbirth and the puerperium",45,47,55,grey
o9972,o,Diseases of the skin and subcutaneous tissue complicating childbirth,"Pregnancy, childbirth and the puerperium",259,220,252,grey
p0414,p,Newborn affected by maternal use of opiates,Certain conditions originating in the perinatal period,129,99,180,grey
p0418,p,Newborn affected by other maternal medication,Certain conditions originating in the perinatal period,44,29,29,grey
p0449,p,Newborn affected by maternal use of other drugs of addiction,Certain conditions originating in the perinatal period,546,500,565,grey
p0701,p,"Extremely low birth weight newborn, less than 500 grams",Certain conditions originating in the perinatal period,30,37,36,grey
p0702,p,"Extremely low birth weight newborn, 500-749 grams",Certain conditions originating in the perinatal period,59,61,81,grey
p0703,p,"Extremely low birth weight newborn, 750-999 grams",Certain conditions originating in the perinatal period,88,96,95,grey
p0714,p,"Other low birth weight newborn, 1000-1249 grams",Certain conditions originating in the perinatal period,90,78,81,grey
p0715,p,"Other low birth weight newborn, 1250-1499 grams",Certain conditions originating in the perinatal period,133,107,105,grey
p0716,p,"Other low birth weight newborn, 1500-1749 grams",Certain conditions originating in the perinatal period,160,171,128,grey
p0717,p,"Other low birth weight newborn, 1750-1999 grams",Certain conditions originating in the perinatal period,254,232,258,grey
p0718,p,"Other low birth weight newborn, 2000-2499 grams",Certain conditions originating in the perinatal period,999,894,993,grey
p0721,p,"Extreme immaturity of newborn, gestational age less than 23 completed weeks",Certain conditions originating in the perinatal period,36,46,41,grey
p0722,p,"Extreme immaturity of newborn, gestational age 23 completed weeks",Certain conditions originating in the perinatal period,22,25,32,grey
p0723,p,"Extreme immaturity of newborn, gestational age 24 completed weeks",Certain conditions originating in the perinatal period,34,39,42,grey
p0724,p,"Extreme immaturity of newborn, gestational age 25 completed weeks",Certain conditions originating in the perinatal period,47,46,49,grey
p0725,p,"Extreme immaturity of newborn, gestational age 26 completed weeks",Certain conditions originating in the perinatal period,67,48,55,grey
p0731,p,"Preterm newborn, gestational age 28 completed weeks",Certain conditions originating in the perinatal period,66,73,46,grey
p0732,p,"Preterm newborn, gestational age 29 completed weeks",Certain conditions originating in the perinatal period,85,67,54,grey
p0733,p,"Preterm newborn, gestational age 30 completed weeks",Certain conditions originating in the perinatal period,94,88,75,grey
p0734,p,"Preterm newborn, gestational age 31 completed weeks",Certain conditions originating in the perinatal period,127,124,113,grey
p0736,p,"Preterm newborn, gestational age 33 completed weeks",Certain conditions originating in the perinatal period,272,248,253,grey
p0737,p,"Preterm newborn, gestational age 34 completed weeks",Certain conditions originating in the perinatal period,544,505,572,grey
p0738,p,"Preterm newborn, gestational age 35 completed weeks",Certain conditions originating in the perinatal period,766,704,731,grey
p0739,p,"Preterm newborn, gestational age 36 completed weeks",Certain conditions originating in the perinatal period,1420,1236,1306,grey
p09,p,Abnormal findings on neonatal screening,Certain conditions originating in the perinatal period,205,192,177,grey
p220,p,Respiratory distress syndrome of newborn,Certain conditions originating in the perinatal period,816,870,894,grey
p269,p,Unspecified pulmonary hemorrhage originating in the perinatal period,Certain conditions originating in the perinatal period,21,22,16,grey
p284,p,Other apnea of newborn,Certain conditions originating in the perinatal period,1047,937,992,grey
p285,p,Respiratory failure of newborn,Certain conditions originating in the perinatal period,492,493,379,grey
p2912,p,Neonatal bradycardia,Certain conditions originating in the perinatal period,462,423,470,grey
p590,p,Neonatal jaundice associated with preterm delivery,Certain conditions originating in the perinatal period,1831,1583,1674,grey
p60,p,Disseminated intravascular coagulation of newborn,Certain conditions originating in the perinatal period,39,23,32,grey
p612,p,Anemia of prematurity,Certain conditions originating in the perinatal period,641,579,660,grey
p704,p,Other neonatal hypoglycemia,Certain conditions originating in the perinatal period,1694,1660,1851,grey
p711,p,Other neonatal hypocalcemia,Certain conditions originating in the perinatal period,133,102,128,grey
p718,p,Other transitory neonatal disorders of calcium and magnesium metabolism,Certain conditions originating in the perinatal period,37,49,56,grey
p7421,p,Hypernatremia of newborn,Certain conditions originating in the perinatal period,94,71,99,grey
p7422,p,Hyponatremia of newborn,Certain conditions originating in the perinatal period,227,225,268,grey
p7441,p,Alkalosis of newborn,Certain conditions originating in the perinatal period,45,39,38,grey
p74421,p,Hyperchloremia of newborn,Certain conditions originating in the perinatal period,34,35,33,grey
p74422,p,Hypochloremia of newborn,Certain conditions originating in the perinatal period,18,30,15,grey
p779,p,"Necrotizing enterocolitis in newborn, unspecified",Certain conditions originating in the perinatal period,19,23,25,grey
p780,p,Perinatal intestinal perforation,Certain conditions originating in the perinatal period,,10,14,grey
p832,p,Hydrops fetalis not due to hemolytic disease,Certain conditions originating in the perinatal period,,10,,grey
p84,p,Other problems with newborn,Certain conditions originating in the perinatal period,729,777,765,grey
p929,p,"Feeding problem of newborn, unspecified",Certain conditions originating in the perinatal period,1278,1060,1229,grey
p961,p,Neonatal withdrawal symptoms from maternal use of drugs of addiction,Certain conditions originating in the perinatal period,420,361,485,grey
p9689,p,Other specified conditions originating in the perinatal period,Certain conditions originating in the perinatal period,737,643,728,grey
q210,q,Ventricular septal defect,Congenital and chromosomal abnormalities,548,510,557,grey
q211,q,Atrial septal defect,Congenital and chromosomal abnormalities,2371,2205,2141,grey
q220,q,Pulmonary valve atresia,Congenital and chromosomal abnormalities,16,21,19,grey
q250,q,Patent ductus arteriosus,Congenital and chromosomal abnormalities,793,703,725,grey
q251,q,Coarctation of aorta,Congenital and chromosomal abnormalities,59,58,76,grey
q2542,q,Hypoplasia of aorta,Congenital and chromosomal abnormalities,24,22,27,grey
q2545,q,Double aortic arch,Congenital and chromosomal abnormalities,13,10,15,grey
q2547,q,Right aortic arch,Congenital and chromosomal abnormalities,33,29,32,grey
q255,q,Atresia of pulmonary artery,Congenital and chromosomal abnormalities,25,23,29,grey
q258,q,Other congenital malformations of other great arteries,Congenital and chromosomal abnormalities,15,12,10,grey
q278,q,Other specified congenital malformations of peripheral vascular system,Congenital and chromosomal abnormalities,41,37,45,grey
q320,q,Congenital tracheomalacia,Congenital and chromosomal abnormalities,65,42,36,grey
q322,q,Congenital bronchomalacia,Congenital and chromosomal abnormalities,15,16,12,grey
q382,q,Macroglossia,Congenital and chromosomal abnormalities,19,18,14,grey
q442,q,Atresia of bile ducts,Congenital and chromosomal abnormalities,22,25,24,grey
q513,q,Bicornate uterus,Congenital and chromosomal abnormalities,125,93,111,grey
q6601,q,"Congenital talipes equinovarus, right foot",Congenital and chromosomal abnormalities,10,34,42,grey
q6602,q,"Congenital talipes equinovarus, left foot",Congenital and chromosomal abnormalities,,32,34,grey
q676,q,Pectus excavatum,Congenital and chromosomal abnormalities,185,161,205,grey
q688,q,Other specified congenital musculoskeletal deformities,Congenital and chromosomal abnormalities,22,27,25,grey
q743,q,Arthrogryposis multiplex congenita,Congenital and chromosomal abnormalities,14,15,16,grey
q873,q,Congenital malformation syndromes involving early overgrowth,Congenital and chromosomal abnormalities,11,10,10,grey
r180,r,Malignant ascites,abnormal clinical findings,501,481,480,grey
r188,r,Other ascites,abnormal clinical findings,4465,4349,4527,grey
r269,r,Unspecified abnormalities of gait and mobility,abnormal clinical findings,2644,2697,2366,grey
r29810,r,Facial weakness,abnormal clinical findings,2966,2857,2617,grey
r338,r,Other retention of urine,abnormal clinical findings,3521,3229,3082,grey
r402110,r,"Coma scale, eyes open, never, unspecified time",abnormal clinical findings,17,22,19,grey
r402111,r,"Coma scale, eyes open, never, in the field [EMT or ambulance]",abnormal clinical findings,66,70,63,grey
r402112,r,"Coma scale, eyes open, never, at arrival to emergency department",abnormal clinical findings,375,354,344,grey
r402113,r,"Coma scale, eyes open, never, at hospital admission",abnormal clinical findings,138,155,115,grey
r402114,r,"Coma scale, eyes open, never, 24 hours or more after hospital admission",abnormal clinical findings,129,122,96,grey
r402121,r,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]",abnormal clinical findings,20,15,13,grey
r402122,r,"Coma scale, eyes open, to pain, at arrival to emergency department",abnormal clinical findings,104,114,130,grey
r402123,r,"Coma scale, eyes open, to pain, at hospital admission",abnormal clinical findings,123,100,76,grey
r402124,r,"Coma scale, eyes open, to pain, 24 hours or more after hospital admission",abnormal clinical findings,127,116,84,grey
r402132,r,"Coma scale, eyes open, to sound, at arrival to emergency department",abnormal clinical findings,114,99,91,grey
r402133,r,"Coma scale, eyes open, to sound, at hospital admission",abnormal clinical findings,115,68,64,grey
r402134,r,"Coma scale, eyes open, to sound, 24 hours or more after hospital admission",abnormal clinical findings,100,98,43,grey
r402141,r,"Coma scale, eyes open, spontaneous, in the field [EMT or ambulance]",abnormal clinical findings,84,60,66,grey
r402142,r,"Coma scale, eyes open, spontaneous, at arrival to emergency department",abnormal clinical findings,962,796,797,grey
r402143,r,"Coma scale, eyes open, spontaneous, at hospital admission",abnormal clinical findings,457,437,334,grey
r402144,r,"Coma scale, eyes open, spontaneous, 24 hours or more after hospital admission",abnormal clinical findings,117,117,96,grey
r402210,r,"Coma scale, best verbal response, none, unspecified time",abnormal clinical findings,28,29,46,grey
r402211,r,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",abnormal clinical findings,78,74,65,grey
r402212,r,"Coma scale, best verbal response, none, at arrival to emergency department",abnormal clinical findings,460,433,430,grey
r402213,r,"Coma scale, best verbal response, none, at hospital admission",abnormal clinical findings,254,257,192,grey
r402214,r,"Coma scale, best verbal response, none, 24 hours or more after hospital admission",abnormal clinical findings,237,230,202,grey
r402221,r,"Coma scale, best verbal response, incomprehensible words, in the field [EMT or ambulance]",abnormal clinical findings,22,17,14,grey
r402222,r,"Coma scale, best verbal response, incomprehensible words, at arrival to emergency department",abnormal clinical findings,121,136,115,grey
r402223,r,"Coma scale, best verbal response, incomprehensible words, at hospital admission",abnormal clinical findings,104,93,56,grey
r402224,r,"Coma scale, best verbal response, incomprehensible words, 24 hours or more after hospital admission",abnormal clinical findings,99,98,61,grey
r402241,r,"Coma scale, best verbal response, confused conversation, in the field [EMT or ambulance]",abnormal clinical findings,27,22,22,grey
r402242,r,"Coma scale, best verbal response, confused conversation, at arrival to emergency department",abnormal clinical findings,208,180,215,grey
r402243,r,"Coma scale, best verbal response, confused conversation, at hospital admission",abnormal clinical findings,106,124,97,grey
r402244,r,"Coma scale, best verbal response, confused conversation, 24 hours or more after hospital admission",abnormal clinical findings,66,89,46,grey
r402251,r,"Coma scale, best verbal response, oriented, in the field [EMT or ambulance]",abnormal clinical findings,53,32,43,grey
r402252,r,"Coma scale, best verbal response, oriented, at arrival to emergency department",abnormal clinical findings,716,555,555,grey
r402253,r,"Coma scale, best verbal response, oriented, at hospital admission",abnormal clinical findings,348,271,241,grey
r402254,r,"Coma scale, best verbal response, oriented, 24 hours or more after hospital admission",abnormal clinical findings,76,54,25,grey
r402310,r,"Coma scale, best motor response, none, unspecified time",abnormal clinical findings,,19,17,grey
r402311,r,"Coma scale, best motor response, none, in the field [EMT or ambulance]",abnormal clinical findings,54,55,47,grey
r402312,r,"Coma scale, best motor response, none, at arrival to emergency department",abnormal clinical findings,244,234,225,grey
r402313,r,"Coma scale, best motor response, none, at hospital admission",abnormal clinical findings,68,76,72,grey
r402314,r,"Coma scale, best motor response, none, 24 hours or more after hospital admission",abnormal clinical findings,77,79,83,grey
r402341,r,"Coma scale, best motor response, flexion withdrawal, in the field [EMT or ambulance]",abnormal clinical findings,24,27,15,grey
r402342,r,"Coma scale, best motor response, flexion withdrawal, at arrival to emergency department",abnormal clinical findings,130,129,115,grey
r402343,r,"Coma scale, best motor response, flexion withdrawal, at hospital admission",abnormal clinical findings,94,71,56,grey
r402344,r,"Coma scale, best motor response, flexion withdrawal, 24 hours or more after hospital admission",abnormal clinical findings,87,77,56,grey
r402351,r,"Coma scale, best motor response, localizes pain, in the field [EMT or ambulance]",abnormal clinical findings,21,17,20,grey
r402352,r,"Coma scale, best motor response, localizes pain, at arrival to emergency department",abnormal clinical findings,165,195,175,grey
r402353,r,"Coma scale, best motor response, localizes pain, at hospital admission",abnormal clinical findings,148,134,86,grey
r402354,r,"Coma scale, best motor response, localizes pain, 24 hours or more after hospital admission",abnormal clinical findings,126,116,69,grey
r402361,r,"Coma scale, best motor response, obeys commands, in the field [EMT or ambulance]",abnormal clinical findings,75,45,61,grey
r402362,r,"Coma scale, best motor response, obeys commands, at arrival to emergency department",abnormal clinical findings,923,735,763,grey
r402363,r,"Coma scale, best motor response, obeys commands, at hospital admission",abnormal clinical findings,460,407,337,grey
r402364,r,"Coma scale, best motor response, obeys commands, 24 hours or more after hospital admission",abnormal clinical findings,122,126,89,grey
r413,r,Other amnesia,abnormal clinical findings,884,772,830,grey
r41840,r,Attention and concentration deficit,abnormal clinical findings,122,161,195,grey
r41844,r,Frontal lobe and executive function deficit,abnormal clinical findings,136,120,157,grey
r419,r,Unspecified symptoms and signs involving cognitive functions and awareness,abnormal clinical findings,454,498,573,grey
r430,r,Anosmia,abnormal clinical findings,,32,66,grey
r432,r,Parageusia,abnormal clinical findings,26,33,35,grey
r440,r,Auditory hallucinations,abnormal clinical findings,307,262,333,grey
r441,r,Visual hallucinations,abnormal clinical findings,414,352,423,grey
r45851,r,Suicidal ideations,abnormal clinical findings,23957,21687,22034,grey
r4701,r,Aphasia,abnormal clinical findings,3387,3385,3397,grey
r471,r,Dysarthria and anarthria,abnormal clinical findings,1917,1906,1820,grey
r4781,r,Slurred speech,abnormal clinical findings,1423,1367,1316,grey
r5081,r,Fever presenting with conditions classified elsewhere,abnormal clinical findings,1359,1170,1128,grey
r52,r,"Pain, unspecified",abnormal clinical findings,560,531,543,grey
r530,r,Neoplastic (malignant) related fatigue,abnormal clinical findings,184,128,73,grey
r5383,r,Other fatigue,abnormal clinical findings,1301,1352,1881,grey
r633,r,Feeding difficulties,abnormal clinical findings,743,806,679,grey
r64,r,Cachexia,abnormal clinical findings,2174,2250,2214,grey
r6521,r,Severe sepsis with septic shock,abnormal clinical findings,6007,7188,8492,grey
r6889,r,Other general symptoms and signs,abnormal clinical findings,739,821,727,grey
r739,r,"Hyperglycemia, unspecified",abnormal clinical findings,6422,6229,7823,grey
r791,r,Abnormal coagulation profile,abnormal clinical findings,2479,2523,2764,grey
r94120,r,Abnormal auditory function study,abnormal clinical findings,259,291,357,grey
s020xxa,s,"Fracture of vault of skull, initial encounter for closed fracture",Injury or poisoning,290,246,231,grey
s020xxb,s,"Fracture of vault of skull, initial encounter for open fracture",Injury or poisoning,44,41,57,grey
s020xxd,s,"Fracture of vault of skull, subsequent encounter for fracture with routine healing",Injury or poisoning,37,38,64,grey
s0219xa,s,"Other fracture of base of skull, initial encounter for closed fracture",Injury or poisoning,375,330,345,grey
s0219xb,s,"Other fracture of base of skull, initial encounter for open fracture",Injury or poisoning,45,43,50,grey
s0219xd,s,"Other fracture of base of skull, subsequent encounter for fracture with routine healing",Injury or poisoning,63,49,63,grey
s0231xa,s,"Fracture of orbital floor, right side, initial encounter for closed fracture",Injury or poisoning,144,151,135,grey
s0231xb,s,"Fracture of orbital floor, right side, initial encounter for open fracture",Injury or poisoning,,13,10,grey
s0231xd,s,"Fracture of orbital floor, right side, subsequent encounter for fracture with routine healing",Injury or poisoning,15,18,12,grey
s0232xa,s,"Fracture of orbital floor, left side, initial encounter for closed fracture",Injury or poisoning,160,148,149,grey
s0232xb,s,"Fracture of orbital floor, left side, initial encounter for open fracture",Injury or poisoning,,11,12,grey
s0232xd,s,"Fracture of orbital floor, left side, subsequent encounter for fracture with routine healing",Injury or poisoning,14,19,15,grey
s0240ca,s,"Maxillary fracture, right side, initial encounter for closed fracture",Injury or poisoning,149,140,119,grey
s0240cd,s,"Maxillary fracture, right side, subsequent encounter for fracture with routine healing",Injury or poisoning,16,20,20,grey
s0240da,s,"Maxillary fracture, left side, initial encounter for closed fracture",Injury or poisoning,153,143,140,grey
s0240db,s,"Maxillary fracture, left side, initial encounter for open fracture",Injury or poisoning,,12,15,grey
s0240dd,s,"Maxillary fracture, left side, subsequent encounter for fracture with routine healing",Injury or poisoning,12,12,15,grey
s0240ea,s,"Zygomatic fracture, right side, initial encounter for closed fracture",Injury or poisoning,128,119,92,grey
s0240ed,s,"Zygomatic fracture, right side, subsequent encounter for fracture with routine healing",Injury or poisoning,16,12,14,grey
s0240fa,s,"Zygomatic fracture, left side, initial encounter for closed fracture",Injury or poisoning,122,118,114,grey
s02411a,s,"LeFort I fracture, initial encounter for closed fracture",Injury or poisoning,34,28,18,grey
s02412a,s,"LeFort II fracture, initial encounter for closed fracture",Injury or poisoning,23,27,22,grey
s02413a,s,"LeFort III fracture, initial encounter for closed fracture",Injury or poisoning,13,23,15,grey
s02609b,s,"Fracture of mandible, unspecified, initial encounter for open fracture",Injury or poisoning,15,12,,grey
s02621a,s,"Fracture of subcondylar process of right mandible, initial encounter for closed fracture",Injury or poisoning,19,15,19,grey
s02622a,s,"Fracture of subcondylar process of left mandible, initial encounter for closed fracture",Injury or poisoning,20,17,19,grey
s0266xb,s,"Fracture of symphysis of mandible, initial encounter for open fracture",Injury or poisoning,26,15,20,grey
s02831a,s,"Fracture of medial orbital wall, right side, initial encounter for closed fracture",Injury or poisoning,34,62,67,grey
s02832a,s,"Fracture of medial orbital wall, left side, initial encounter for closed fracture",Injury or poisoning,41,65,54,grey
s02841a,s,"Fracture of lateral orbital wall, right side, initial encounter for closed fracture",Injury or poisoning,29,53,48,grey
s02842a,s,"Fracture of lateral orbital wall, left side, initial encounter for closed fracture",Injury or poisoning,25,65,48,grey
s061x7a,s,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,19,25,32,grey
s062x7a,s,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",Injury or poisoning,15,12,15,grey
s062x9s,s,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, sequela",Injury or poisoning,11,13,10,grey
s065x0a,s,"Traumatic subdural hemorrhage without loss of consciousness, initial encounter",Injury or poisoning,565,582,555,grey
s065x0d,s,"Traumatic subdural hemorrhage without loss of consciousness, subsequent encounter",Injury or poisoning,143,105,134,grey
s065x0s,s,"Traumatic subdural hemorrhage without loss of consciousness, sequela",Injury or poisoning,22,37,36,grey
s065x1a,s,"Traumatic subdural hemorrhage with loss of consciousness of 30 minutes or less, initial encounter",Injury or poisoning,147,144,132,grey
s065x6a,s,"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",Injury or poisoning,10,11,12,grey
s065x7a,s,"Traumatic subdural hemorrhage with loss of consciousness of any duration with death due to brain injury before regaining consciousness, initial encounter",Injury or poisoning,46,37,39,grey
s065x9a,s,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, initial encounter",Injury or poisoning,859,850,914,grey
